image,roi,density,determinant,mean_eigen,min_eigen,max_eigen,mean_distance,variance_mean,range_mean
CASE 2 (82).JPG,1,17,0.13509012801911746,1.686472430688788,0.04591877195577821,4.334823379897763,2.109115423565521,1.587268170060036,3.7360385103190024
CASE 2 (82).JPG,2,99,304.0459614624125,38.851526299053525,1.2907101357286241,113.18258688327525,9.913450850442176,38.45908663946715,14.710354649266968
CASE 2 (82).JPG,3,3,-2.2523056821462208e-20,0.528619967063719,-8.411138618185592e-19,1.5722341948164478,0.9224256982172974,0.35241331137581294,1.0639308369294151
CASE 2 (83).JPG,1,23,23.17861981609048,9.974016119347235,0.5018148219385516,27.75611030830585,4.998073077073011,9.540363244593012,7.344880426087006
CASE 2 (83).JPG,2,208,301.7826529307648,14.307839390238001,1.9231574175944273,36.7278414584453,4.600621733340605,14.23905170086186,14.799125575718685
CASE 2 (83).JPG,3,3,2.4525288415369407e-20,0.7344826413176871,2.789522231459165e-17,2.141291420069634,1.1247201495846482,0.4896550942117916,1.3266130848865842
CASE 2 (84).JPG,1,72,16.18285459847906,8.355888702018433,0.4194589424486572,22.968502226744487,3.527731017006867,8.239834692268177,10.92557535895896
CASE 2 (84).JPG,2,139,93.54797116928611,7.991450490551672,1.4937967476915601,19.22272925252547,3.2644197100149173,7.933958040979353,14.792532676755314
CASE 2 (84).JPG,3,20,0.15899658631058597,2.8257961024668865,0.024417096532592903,7.595682784492701,1.9143936421568,2.6845062973435447,6.261084254506893
CASE 2 (85).JPG,1,153,43.988507218592666,9.44653441501856,0.901034044823342,25.526009041139513,3.957507406135463,9.384792360018443,10.646196044332362
CASE 2 (85).JPG,2,271,177.34095712759986,14.068403869669027,1.0182730236268782,36.40272050041807,4.927302169527514,14.016490940260658,13.525936499773957
CASE 2 (85).JPG,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (86).JPG,1,153,7.592048573601585,8.428049004774136,0.3505885932542955,24.032479962706148,3.4837631051217937,8.37296371716124,10.139561189683809
CASE 2 (86).JPG,2,271,263.5341988867418,15.661974054942727,1.0383165161564711,39.52634034837594,5.430148440310518,15.60418079274737,13.826732017316067
CASE 2 (86).JPG,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (87).JPG,1,438,271.51312129586813,26.657053776827315,1.330171553505767,75.95357342547763,7.673071878858598,26.59619292345556,14.39521864865349
CASE 2 (87).JPG,2,48,372.7061395211237,25.119831858538273,1.9676582179170485,70.7131841606728,7.716955897308654,24.59650202815205,14.616518251223079
CASE 2 (87).JPG,3,4,8.551704290096404e-08,0.7412716175304402,1.7500661786173298e-07,1.9765966429706192,1.2070024160063497,0.5559537131478299,1.4238343498635817
CASE 2 (88).JPG,1,6,0.0006727991426742867,0.535396400629293,0.001607516451193734,1.2767772074056318,1.0665630593158406,0.44616366719107714,1.6124102723724694
CASE 2 (88).JPG,2,62,24.49075784903439,9.530345043222907,0.5504626532359705,26.352244762244712,4.405348766274276,9.376629800590276,11.316733152693752
CASE 2 (88).JPG,3,2,0.0,34.22347606285968,-1.1316214008993192e-14,102.67042818857905,7.1648596702440415,17.11173803142985,7.791262397616546
CASE 2 (89).JPG,1,7,484.0333134682774,31.16615791643333,0.48301023927381653,80.57899518719168,6.764885472950234,26.713849642657166,13.4618707878611
CASE 2 (89).JPG,2,145,1333.5235789765586,33.87938418496019,1.8542268027803237,91.96365831118999,9.173209774886791,33.64573325954668,14.307799606386533
CASE 2 (89).JPG,3,13,202.27657366094041,25.990886121241775,1.204657997763233,74.51458884261984,7.0796419664694445,23.99158718883859,11.26270542884762
CASE 2 (9).JPG,1,63,22.031178315805278,19.93334753969884,0.3487945909117181,58.369104278078474,7.057721898602492,19.61694519779886,13.428778993094744
CASE 2 (9).JPG,2,468,122.31129299960625,30.394853534761804,0.785913368676071,88.64295802240565,7.8602263031259145,30.329907266525083,14.779698877186535
CASE 2 (9).JPG,3,150,215.6143339090867,24.4697696064888,1.170556439177922,69.59191991646074,8.03993672128159,24.306637809112193,14.398222937848894
CASE 2 (90).JPG,1,7,14.196490592701243,32.87390403083739,0.12694659967663421,97.34597207071339,6.364458540293517,28.17763202643204,13.998160414704984
CASE 2 (90).JPG,2,179,362.5405294353992,36.99890419987741,0.6831115456396506,105.27220009583908,9.532593774947772,36.792206411051254,14.15111137612618
CASE 2 (90).JPG,3,22,1.5411050295341684,52.44241919677546,0.011984413175800538,156.49356239139644,10.927137620774767,50.058672869649286,14.51464119432161
CASE 2 (91).JPG,1,272,101.99098872711518,25.99564684261165,0.8104326017674047,75.50987033104938,7.896103546370545,25.900074611572652,14.701106387640094
CASE 2 (91).JPG,2,227,143.84102754788202,14.485256459082898,0.6880971466457907,37.13904804809725,4.918110128627674,14.421444756619978,13.668924000469618
CASE 2 (91).JPG,3,22,0.002968460285178642,4.436587801006986,0.00029479418599697143,12.504168988103373,3.1992304239822844,4.234924719143034,4.540406794959421
CASE 2 (92).JPG,1,31,0.00953215899943129,2.1232083384690967,0.001015853855352411,4.054016985290322,2.233495079396527,2.0547177469055775,4.187168768779082
CASE 2 (92).JPG,2,347,441.19170222340915,27.37236808781206,1.8221702912151019,77.15685508704802,7.81556485552101,27.293485182659847,14.78518431517775
CASE 2 (92).JPG,3,24,0.08528369836295545,2.961475867283557,0.005752288790382698,6.648788448549836,2.69107659316543,2.8380810394800746,4.205324479074949
CASE 2 (93).JPG,1,60,148.95486175948687,25.489678505552096,1.122650271747648,73.54223214200734,6.730390826601816,25.06485053045955,14.552744602668918
CASE 2 (93).JPG,2,217,157.91445871953601,12.707889768340474,1.05097746479234,32.44106715248559,4.396274903110559,12.649328064338908,14.89623804164635
CASE 2 (93).JPG,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (94).JPG,1,20,0.0002808583462213301,0.5096327459516249,0.0007640166169494544,1.2290304517074089,0.9785551665844118,0.4841511086540439,2.309730588054957
CASE 2 (94).JPG,2,158,2326.113274713422,41.90029829530332,2.0669669551439775,113.73961673449432,10.16649031330355,41.63510653394063,14.94625968917226
CASE 2 (94).JPG,3,6,0.0020074929538679365,1.7283141458961573,0.0008594644395806324,4.6855864135153515,1.9494473525375131,1.4402617882467972,2.530829894387993
CASE 2 (95).JPG,1,20,0.0014029834360835324,3.777297004308357,0.00043952124831539224,11.042376776412201,2.7330083935550222,3.5884321540929403,3.972044286007716
CASE 2 (95).JPG,2,133,1266.3523613195514,19.44008768566428,2.1423954449249125,42.15649972947347,6.274717094028872,19.293921612839746,14.859043165743552
CASE 2 (95).JPG,3,6,0.0017598182065429642,5.9212509295645255,0.00019373358658019487,17.236556925936956,3.503967778163967,4.934375774637105,3.9527241207237984
CASE 2 (96).JPG,1,12,0.22245484128694792,2.7386494142008253,0.06546423016906437,7.709727467234557,2.5208698461245143,2.5104286296840903,4.287431595191655
CASE 2 (96).JPG,2,38,274.4304384267941,24.220879642940186,1.513316532127389,68.50204807730799,7.537777613137192,23.583488073389102,14.175206438935936
CASE 2 (96).JPG,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASE 2 (97).JPG,1,7,0.04061332066925577,2.361501546192286,0.00578545682142475,5.8860951191229365,1.8427966250109813,2.0241441824505295,4.321435962434951
CASE 2 (97).JPG,2,57,36.407240841500176,11.895879428467895,0.8322160539553248,33.55153734025417,5.33433944335774,11.687179789371958,11.919987515559376
CASE 2 (97).JPG,3,5,0.18585139146111745,14.38854282160421,0.001975873668494863,40.861734614613155,5.454420633312457,11.510834257283365,7.315388337894638
CASE 2 (98).JPG,1,49,0.06229346429957364,0.7645964918682542,0.0752427530492579,1.7437712222419737,1.387268705111499,0.7489924818301269,3.1188140031176625
CASE 2 (98).JPG,2,147,1681.5614404604837,32.63292621921283,1.6355480452335054,84.02756316640159,8.847819023734974,32.410933523844015,14.851358547472792
CASE 2 (98).JPG,3,7,0.37567476384336385,11.414624844263294,0.012022471850309406,33.29329323663637,4.821629205002163,9.78396415222568,5.896163078979257
CASE 2 (99).JPG,1,49,0.16048822253476058,0.9976714400393213,0.13905007816818682,2.366185115399788,1.5821228985055487,0.9773107984058663,3.630055315636268
CASE 2 (99).JPG,2,147,1690.500443809121,33.65652441190287,1.6071550729408897,87.31581533801176,9.122175808814168,33.4275684635226,14.423165072492298
CASE 2 (99).JPG,3,7,0.24084961722992565,8.430329754965475,0.014026618681933438,24.57834370435886,3.95390383278729,7.225996932827542,5.609191849988151
